conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.81613E+18,Wed Jul 24 15:01:19 +0000 2024,6018,has anybody seen jaemin https://t.co/304TmX3qRd,1.81613E+18,https://pbs.twimg.com/media/GTQtcO-aYAAbEMa.jpg,,en,,84,3,2153,https://x.com/njaeminlands/status/1816126523180736864,1.6625E+18,njaeminlands
1.81612E+18,Wed Jul 24 14:33:40 +0000 2024,5081,you know what jeno s team could ve easily won the game with their skills combined but they were too busy laughing cause mark jaemin and jisung were TOO FUNNY and i get it so much it s not their fault https://t.co/OAsLFZ8fCn,1.81612E+18,https://pbs.twimg.com/ext_tw_video_thumb/1816114191327182848/pu/img/Z1K74BCdav4stMCZ.jpg,,en,,105,1,1257,https://x.com/njaeminlands/status/1816119563773435923,1.6625E+18,njaeminlands
1.8161E+18,Wed Jul 24 13:05:45 +0000 2024,79,𝒉𝒆𝒍𝒑 𝑹𝑻 𝒂𝒏𝒅 𝒍𝒊𝒌𝒆 hai aku mau share FREEBIES online bantu habisin yhh Jaemin birthday https://t.co/L5ZfrfOdkX Leo Boys https://t.co/GITTsRpgi9 Narcissism 1 https://t.co/xoLL7t4OsO Narcissism 2 https://t.co/LERILZE26r boleh co yg kalian suka ya https://t.co/BttB8rytkf,1.8161E+18,https://pbs.twimg.com/media/GTQS_SgagAE3lzY.jpg,,in,"Surakarta, Jawa Tengah",1,26,45,https://x.com/adanunna/status/1816097439981641771,1.15043E+18,adanunna
1.81602E+18,Wed Jul 24 08:01:50 +0000 2024,14, NARCISSISM &amp; Jaemin Exhibition TWO SIDES in JKT FREEBIES SUPPORT by @jerknolee [ rt &amp; like are appreciated] ️ : 8 sept '24 : online &amp; offline ﾟ10 packs online &amp; 10 packs offline ﾟdetail information on pic ﾟgfrom link TBA see you at the exhibition princess! https://t.co/8UbYcbWFbf,1.81602E+18,https://pbs.twimg.com/media/GTPNWXHbkAAqKcF.jpg,,ja,wts pc,1,2,9,https://x.com/jerknolee/status/1816020954687922240,770694571,jerknolee
1.81594E+18,Wed Jul 24 02:23:43 +0000 2024,27,〚 USA GO 〛 #Jaemin | pls rt! Jaemin Narcissism x ITZAVIBE ~* pricing: 15.00 - 65.00 ~* deadline: july 24th @ 11:59pm cst or cap: 20 joiners ~* https://t.co/1wh7uPjLHH https://t.co/ZrSzw8OGjf,1.81594E+18,https://pbs.twimg.com/media/GTN_y3VWAAAn4kC.jpg,,en,kansas city - cst | desi,2,0,2,https://x.com/haajiGOs/status/1815935864217985386,1.1719E+18,haajiGOs
1.81612E+18,Wed Jul 24 14:16:58 +0000 2024,82,️NCT FREEBIES FREE CLAIM️ Help re-tweet are apreciated. Detail freebies ada di thread ini ya NCT Dream Anniversary https://t.co/ZcvSPB56IQ Mark Birthday https://t.co/guXoqEWY4O Jaemin Birthday https://t.co/8WFJAmBH5H Narcissism https://t.co/txancalufk Thank you love https://t.co/MIHRtHLqxU,1.81612E+18,https://pbs.twimg.com/media/GTQif8IaYAAonKg.jpg,,en,,1,4,55,https://x.com/rinaisandikala/status/1816115362737578209,1.55194E+18,rinaisandikala
1.81599E+18,Wed Jul 24 06:18:36 +0000 2024,4,[pls RT] รับหิ้วนิทรรศการแจมิน NARCISSISM เราเข้า2รอบ 26 กับ 29 ค่า ราคาตามภาพเลยค่ะ เก็บรอบเดียว จ่ายเต็ม ของหมดคืน100% นัดรับสยาม/ลาดพร้าว (นัดรับแถมโปสคอน TDS3) ค่าส่ง 50-. ปิดรับ 25/07 เวลา 20.00 ไทย สนใจDM #JAEMIN_NARCISSISM #ตลาดนัดnctdream #ตลาดนัดnct https://t.co/kQPUWFSc4w,1.81599E+18,https://pbs.twimg.com/media/GTO1zVyacAAPZ2G.jpg,,th,,0,6,5,https://x.com/onyouri__ce/status/1815994977438294142,121051812,onyouri__ce
1.81604E+18,Wed Jul 24 09:08:48 +0000 2024,9,ส่งต่อสิทธิ์ NARCISSISM : JAEMIN 1st PHOTO EXHIBITION LP POSTER SET เจโน่ JENO 1 - 660฿ แจมิน JAEMIN 1 - 660฿ เราซื้อกับร้าน @/jenbiverse เปลี่ยนที่อยู่ให้เลยค่า รับคู่ก่อนนะคะ เราออกค่าส่งให้ค่ะ #ตลาดนัดnct #ตลาดนัดnctdream #JAEMIN_NARCISSISM https://t.co/7Ivc5wNkgH,1.81604E+18,https://pbs.twimg.com/media/GTPcwkcaYAENz9W.jpg,,und,neo cookie technology🍪｡◠‿◠｡🍪,2,4,2,https://x.com/mytriplejay/status/1816037809104511440,1.4163E+18,mytriplejay
1.81596E+18,Wed Jul 24 03:53:18 +0000 2024,405,นอกจากจะเป็นศิลปิน นักแสดง นายแบบ ช่างภาพ เจ้าของนิทรรศการ แล้วยังเป็นลูกชิ้นด้วยนะ เก่งอะ NARCISSISM BY NA JAEMIN #JAEMIN_NARCISSISM @NA_RCISSISM_ https://t.co/GW8uCpk37E,1.81596E+18,https://pbs.twimg.com/ext_tw_video_thumb/1775873601838915585/pu/img/6ttRX81SnLmyJZF1.jpg,,th,,2,100,886,https://x.com/baepna/status/1815958410011238575,3267928549,baepna
1.81592E+18,Wed Jul 24 01:22:42 +0000 2024,8,Day 26 แล้วภาพที่แจมินถ่ายยังสวยงามเสมอตั้งแต่วันแรกจนถึงวันนี้เลยนะคนเก่ง ภูมิใจในตัวแจมินมากๆนะ หวังว่าในอนาคตจะได้ทำอะไรที่ชอบเยอะๆและเติบโตอย่างมีความสุขนะแจมิน I will always be by your side. NARCISSISM BY NA JAEMIN #JAEMIN_NARCISSISM @NA_RCISSISM_ https://t.co/9gvo8muhQm,1.81592E+18,https://pbs.twimg.com/ext_tw_video_thumb/1815204898910416896/pu/img/RYAFMOLtHF8MUAnw.jpg,,th,,0,1,25,https://x.com/mintthyr/status/1815920508527075751,1.17709E+18,mintthyr
