conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.80E+18,Fri Jun 14 06:00:09 +0000 2024,20853,&lt; NARCISSISM : JAEMIN 1st PHOTO EXHIBITION &gt; OPEN 29 JUNE 2024 10:00 AM - 07:00 PM CCCS Hannam 'NARCISSISM' 관련 다양한 소식을 공식 X 계정 (@NA_RCISSISM_) 에서 확인해보세요. https://t.co/taO6EUSmpn,1.80E+18,https://pbs.twimg.com/media/GQAx-8IaQAEokgq.jpg,,ko,,355,475,13150,https://x.com/NCTsmtown/status/1801494817869906204,4811011050,NCTsmtown
1.80E+18,Fri Jun 14 01:44:55 +0000 2024,46197,#NCT #재민 첫 개인 사진전 #NARCISSISM 6월 29일오픈! 사진 작가로 데뷔! 재민의 독창적인 감성으로 팬들과 교감! 7년 동안 재민의 시선으로 바라본 세상 한눈에 만난다! https://t.co/5c9P1lGRC0 #JAEMIN #재민 #NARCISSISM #JAEMIN_NARCISSISM #NCT #NCTDREAM https://t.co/I9Z6TboBr8,1.80E+18,https://pbs.twimg.com/media/GP_3kPybUAA65sV.jpg,,ko,,3011,1600,27395,https://x.com/NCTsmtown/status/1801430585011015787,4811011050,NCTsmtown
1.80E+18,Thu Jun 13 06:19:50 +0000 2024,1670,NARCISSISM PHOTOGRAPHER NA JAEMIN 1st PHOTO EXHIBITION https://t.co/rduHtxIM89,1.80E+18,https://pbs.twimg.com/media/GP7s51absAAf4tq.jpg,,en,재민 제노 잼젠,57,0,1023,https://x.com/jamong1323/status/1801137384052207626,1.42E+18,jamong1323
1.80E+18,Mon Jun 17 15:25:10 +0000 2024,4855,Jaemin got casted while volunteering and till this day he still continues to do it. HE S ALWAYS THE BEST BOY FROM THE START https://t.co/l3DhmyHjS5,1.80E+18,https://pbs.twimg.com/media/GQSQEzcboAA6NhK.jpg,,en,akgae ,109,8,2423,https://x.com/user13082000_/status/1802724173955076490,1.47E+18,user13082000_
1.80E+18,Thu Jun 13 10:38:04 +0000 2024,288,️ Mini Support Project for &lt; NARCISSISM @NA_RCISSISM_ : JAEMIN 1st PHOTO EXHIBITION &gt; @najaeminnesia ️ 재민이의 시선 나르시시즘 ️ Header: https://t.co/DBFFoXxaX2 Twibbon: https://t.co/lQCkkhT50N Let's support Jaemin happily #JAEMIN #재민 #재민버블 https://t.co/6g2NYqsuHO,1.80E+18,https://pbs.twimg.com/media/GP8oAUPbwAAoYNu.jpg,,ko,🐰 항상 재민이 옆에 🐱,32,1,255,https://x.com/najaeminnesia/status/1801202371022000580,1.34E+18,najaeminnesia
1.80E+18,Mon Jun 17 15:03:21 +0000 2024,14,Kim Dongjun described Seongwu as lively well-mannered and bright. Seeing that aspect of him often reminded him of time spent with Hyungsik. https://t.co/xgpNGCpxic,1.80E+18,https://pbs.twimg.com/ext_tw_video_thumb/1802715053080424448/pu/img/z9GlmPjSJG1qbIiL.jpg,,en,HMH  ๋࣭⭑✧˖°. NJM  ๋࣭⭑✧˖°. OSW,1,1,6,https://x.com/hueofserenity/status/1802718683594469565,540700934,hueofserenity
1.80E+18,Mon Jun 17 06:37:42 +0000 2024,219,ครั้งแรกที่แจมินใส่ Ernest W. Baker เลยมั้ยเนี่ย Black Double-Breasted Blazer ตัวนี้สวยมาก ดีเทลก็เริ่ดมากๆ ใส่ละเข้าตัวสุด 34 000฿ ⭐️⭐️⭐️ JAEMIN in Ernest W. Baker #Jaemin #재민 https://t.co/2fhWXxJD9S,1.80E+18,https://pbs.twimg.com/media/GQQXWYYa0AA1tdp.jpg,,und,,7,0,363,https://x.com/onyournanaday/status/1802591432601145714,2932060502,onyournanaday
1.80E+18,Mon Jun 17 06:18:56 +0000 2024,29,NCTジェミン初の個展を開催 ジェミン初の写真展で、写真家「ナ・ジェミン」としてのデビュー展 &lt; NARCISSISM : JAEMIN 1st PHOTO EXHIBITION &gt; ️OPEN 29 JUNE 2024 10:00 AM - 07:00 PM CCCS Hannam @NA_RCISSISM_ https://t.co/6GImqENc6v,1.80E+18,https://pbs.twimg.com/media/GQQS8lkbgAAr9Y6.jpg,,ja,,1,0,9,https://x.com/Kittotoday/status/1802586710804668746,1.66E+18,Kittotoday
1.80E+18,Mon Jun 17 13:00:49 +0000 2024,1114,Hiii aku ada rencana bulan depan mau ke exhibition narcissism nya jaemin. Kalo aku buka po handcarry photobook/merchnya ada yg mau kah? Harganya pasti aku samain mirip2 sm jastip yg lain sih. Tp masih nunggu announcenya nih biar tau kira2 brp yg bisa aku bawa pulang ke indo ,1.80E+18,,,in,"Seoul, Republic of Korea",27,208,125,https://x.com/aditaariga/status/1802687847734141301,381861064,aditaariga
1.80E+18,Mon Jun 17 12:59:38 +0000 2024,1,(⁠=⁠^ ⁠ ⁠ᵕ⁠ ⁠ ^⁠=⁠) meow JAEMIN 1ST PHOTO EXHIBITION #NARCISSISM #JAEMIN_NARCISSISM @NA_RCISSISM_ https://t.co/kUQtk0rsPz,1.80E+18,https://pbs.twimg.com/media/GQRuw9ybEAA5SbY.jpg,,en,,0,0,1,https://x.com/Ppatchaxxn/status/1802687547908436333,1.43E+18,Ppatchaxxn
