"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1801427999864328588","Fri Jun 14 01:34:38 +0000 2024","1402","재민 전시회 NARCISSISM 포스터 #재민 #JAEMIN https://t.co/sPzelBC85O","1801427999864328588","https://pbs.twimg.com/media/GP_1N2sbEAE7sp4.jpg","","ko","트위터에 영상 저장(녹화)해서 재업로드 하지마세요.","116","0","1221","https://x.com/8NAJAEM1N3/status/1801427999864328588","1391882652215480320","8NAJAEM1N3"
"1801427532987908584","Fri Jun 14 01:32:47 +0000 2024","1416","NCT 재민 사진 작가 데뷔 첫 개인 사진전 29일 오픈 NCT 재민이 첫 개인 사진전을 열고 사진 작가로 데뷔한다. NCT 재민의 첫 사진전 NARCISSISM JAEMIN 1st EXHIBITION (나르시시즘 재민 퍼스트 이그지비션)은 이달 29일부터 내달 19일까지 약 3주간 CCCS 한남(서울시 용산구 대사관로 34)에서 https://t.co/Q6qmjeuIak","1801427532987908584","https://pbs.twimg.com/media/GP_0yp_bkAAlbHF.jpg","","ko","트위터에 영상 저장(녹화)해서 재업로드 하지마세요.","146","0","1153","https://x.com/8NAJAEM1N3/status/1801427532987908584","1391882652215480320","8NAJAEM1N3"
"1801137384052207626","Thu Jun 13 06:19:50 +0000 2024","1670","NARCISSISM PHOTOGRAPHER NA JAEMIN 1st PHOTO EXHIBITION https://t.co/rduHtxIM89","1801137384052207626","https://pbs.twimg.com/media/GP7s51absAAf4tq.jpg","","en","재민 제노 잼젠","57","0","1023","https://x.com/jamong1323/status/1801137384052207626","1422887886010019845","jamong1323"
"1801430226070884374","Fri Jun 14 01:43:29 +0000 2024","483","NARCISSISM JAEMIN 1st EXHIBITION OPEN 29 JUNE 2024 https://t.co/DVHbpOibR1","1801430226070884374","https://pbs.twimg.com/media/GP_3LinbEAAZjZN.jpg","","en","📩 najaeminid@gmail.com","18","0","160","https://x.com/NJM_ID/status/1801430226070884374","1170151343765344257","NJM_ID"
"1801202371022000580","Thu Jun 13 10:38:04 +0000 2024","288","️ Mini Support Project for &lt; NARCISSISM @NA_RCISSISM_ : JAEMIN 1st PHOTO EXHIBITION &gt; @najaeminnesia ️ 재민이의 시선 나르시시즘 ️ Header: https://t.co/DBFFoXxaX2 Twibbon: https://t.co/lQCkkhT50N Let's support Jaemin happily #JAEMIN #재민 #재민버블 https://t.co/6g2NYqsuHO","1801202371022000580","https://pbs.twimg.com/media/GP8oAUPbwAAoYNu.jpg","","ko","🐰 항상 재민이 옆에 🐱","32","1","255","https://x.com/najaeminnesia/status/1801202371022000580","1335649033113628672","najaeminnesia"
"1801406880033787953","Fri Jun 14 00:10:43 +0000 2024","137","ทุกคนมาเล่นอันนี้กันนน JAEMIN EXHIBITION COMING SOON 나르시시즘 Narcissism #JAEMIN #재민 #ジェミン https://t.co/qaiK5S3NL0","1801406880033787953","https://pbs.twimg.com/media/GP_iAd9aQAEpuv-.jpg","","et","alljeno","0","0","199","https://x.com/klao21/status/1801406880033787953","787882962268237824","klao21"
"1801250812368445752","Thu Jun 13 13:50:33 +0000 2024","14","&lt;3 นานะบารากิมาเล่นสิ่งนี้กันค่ะระหว่างรอแจมิน มาแบ่งปันรูปน่ารักน่ารักด้วยกานค่ะ ‍⬛ JAEMIN 1ST PHOTO EXHIBITION 나르시시즘 Narcissism #JAEMIN #재민 #ジェミン @NA_RCISSISM_ https://t.co/B3kC5D9nXp","1801250812368445752","https://pbs.twimg.com/media/GP9T_FcaUAAscVH.jpg","","th","personal acc ,  나나바라기","0","0","3","https://x.com/twyu__/status/1801250812368445752","1254076504637493248","twyu__"
"1801430285432852983","Fri Jun 14 01:43:43 +0000 2024","3135","NCT 재민의 첫 사진전 NARCISSISM JAEMIN 1st EXHIBITION 티켓 예매 : 6월 21일 무신사 어플리케이션 전시회 기간 : 6월 29일 ~ 7월 19일 전시회 장소 : CCCS 한남 https://t.co/pC5wjqv4VA","1801430285432852983","https://pbs.twimg.com/media/GP_3S0NbMAA84dd.jpg","","ko","🐯🐻","475","4","1678","https://x.com/Golden_Hour_MK/status/1801430285432852983","1709882481590382592","Golden_Hour_MK"
"1801429722817303013","Fri Jun 14 01:41:29 +0000 2024","107","재민이 첫 사진전 NARCISSISM JAEMIN 1st EXHIBITION 6월 29일부터 7월 19일 CCCS 한남(서울시 용산구 대사관로 34)에서 개최되 예매 6월 21일 무신사 https://t.co/7LByrDtGkt","1801429722817303013","https://pbs.twimg.com/media/GP_2yUZbEAQ1g9Y.jpg","","ko","Do not logo crop 🫧","16","2","64","https://x.com/m0ment_luv/status/1801429722817303013","1490898284663095301","m0ment_luv"
"1801273032927014998","Thu Jun 13 15:18:51 +0000 2024","71","240613 [#JAEMINTRENDS] JAEMIN is trending with over 170K posts! Malaysia 🇲🇾 Philippines 🇵🇭 Brazil 🇧🇷 Singapore 🇸🇬 Indonesia 🇮🇩 JAEMIN EXHIBITION COMING SOON and 나르시시즘 (NARCISSISM) trended earlier in South Korea today! #JAEMIN #재민 #ジェミン #罗渽民 https://t.co/q36jfZbO8d","1801273032927014998","https://pbs.twimg.com/media/GP9oRcfaIAAQ5iM.jpg","","en","","2","1","58","https://x.com/njmngz/status/1801273032927014998","1560629159499800576","njmngz"
"1801428188545024076","Fri Jun 14 01:35:23 +0000 2024","371","JAEMIN NARCISSISM 1ST PHOTO EXHIBITION ️ Kmedia reports that Jaemin will be having his exhibit from June 29-July 19 @ CCCS Hannam. Collab drinks can be enjoyed with photo books &amp; various MDs which are also available. Reservations will be held thru the Musinsa app on June 21. https://t.co/oBUAjNbsvg","1801428188545024076","https://pbs.twimg.com/media/GP_1Y3KbEAAGlf_.jpg","","en","eng/fil/한","26","1","164","https://x.com/guccixchim/status/1801428188545024076","916691735081652224","guccixchim"
"1801263515623371112","Thu Jun 13 14:41:02 +0000 2024","89"," JAEMIN EXHIBITION COMING SOON 나르시시즘 Narcissism #JAEMIN #재민 #ジェミン https://t.co/ffvHhr6jJV","1801263515623371112","https://pbs.twimg.com/media/GP9fnM4bsAAFPVu.jpg","","ko","","0","0","155","https://x.com/merrycadillac/status/1801263515623371112","866538373657149440","merrycadillac"
